"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"22.04.2019 12:15 - 22.04.2019 12:30","48994","48455"
"22.04.2019 12:30 - 22.04.2019 12:45","48909","48107"
"22.04.2019 12:45 - 22.04.2019 13:00","48177","47543"
"22.04.2019 13:00 - 22.04.2019 13:15","48337","47589"
"22.04.2019 13:15 - 22.04.2019 13:30","47679","47169"
"22.04.2019 13:30 - 22.04.2019 13:45","47069","46873"
"22.04.2019 13:45 - 22.04.2019 14:00","47126","46387"
"22.04.2019 14:00 - 22.04.2019 14:15","46775","45779"
"22.04.2019 14:15 - 22.04.2019 14:30","46354","45373"
"22.04.2019 14:30 - 22.04.2019 14:45","45703","45104"
"22.04.2019 14:45 - 22.04.2019 15:00","45862","45114"
"22.04.2019 15:00 - 22.04.2019 15:15","45448","45205"
"22.04.2019 15:15 - 22.04.2019 15:30","45654","45195"
"22.04.2019 15:30 - 22.04.2019 15:45","45302","45074"
"22.04.2019 15:45 - 22.04.2019 16:00","45370","44528"
"22.04.2019 16:00 - 22.04.2019 16:15","44994","44862"
"22.04.2019 16:15 - 22.04.2019 16:30","45155","44414"
"22.04.2019 16:30 - 22.04.2019 16:45","44852","44422"
"22.04.2019 16:45 - 22.04.2019 17:00","45421","44775"
"22.04.2019 17:00 - 22.04.2019 17:15","45910","44859"
"22.04.2019 17:15 - 22.04.2019 17:30","46110","45094"
"22.04.2019 17:30 - 22.04.2019 17:45","46198","45836"
"22.04.2019 17:45 - 22.04.2019 18:00","46743","46607"
"22.04.2019 18:00 - 22.04.2019 18:15","47167","47091"
"22.04.2019 18:15 - 22.04.2019 18:30","47081","47394"
"22.04.2019 18:30 - 22.04.2019 18:45","47359","47468"
"22.04.2019 18:45 - 22.04.2019 19:00","47541","47561"
"22.04.2019 19:00 - 22.04.2019 19:15","47299","47728"
"22.04.2019 19:15 - 22.04.2019 19:30","47034","47909"
"22.04.2019 19:30 - 22.04.2019 19:45","47232","47641"
"22.04.2019 19:45 - 22.04.2019 20:00","47544","47509"
"22.04.2019 20:00 - 22.04.2019 20:15","47737","47744"
"22.04.2019 20:15 - 22.04.2019 20:30","47322","47804"
"22.04.2019 20:30 - 22.04.2019 20:45","47499","48102"
"22.04.2019 20:45 - 22.04.2019 21:00","47269","48425"
"22.04.2019 21:00 - 22.04.2019 21:15","47469","48778"
"22.04.2019 21:15 - 22.04.2019 21:30","47307","48303"
"22.04.2019 21:30 - 22.04.2019 21:45","48307","47826"
"22.04.2019 21:45 - 22.04.2019 22:00","46332","47924"
"22.04.2019 22:00 - 22.04.2019 22:15","46325","47697"
"22.04.2019 22:15 - 22.04.2019 22:30","45936","47067"
"22.04.2019 22:30 - 22.04.2019 22:45","45069","46135"
"22.04.2019 22:45 - 22.04.2019 23:00","44653","45489"
"22.04.2019 23:00 - 22.04.2019 23:15","43948","44669"
"22.04.2019 23:15 - 22.04.2019 23:30","43303","43838"
"22.04.2019 23:30 - 22.04.2019 23:45","42532","43090"
"22.04.2019 23:45 - 23.04.2019 00:00","42149","42215"
"23.04.2019 00:00 - 23.04.2019 00:15","43107","41432"
"23.04.2019 00:15 - 23.04.2019 00:30","42694","40861"
"23.04.2019 00:30 - 23.04.2019 00:45","42368","40340"
"23.04.2019 00:45 - 23.04.2019 01:00","42080","39912"
"23.04.2019 01:00 - 23.04.2019 01:15","41655","39397"
"23.04.2019 01:15 - 23.04.2019 01:30","41399","39167"
"23.04.2019 01:30 - 23.04.2019 01:45","41161","38633"
"23.04.2019 01:45 - 23.04.2019 02:00","40978","38258"
"23.04.2019 02:00 - 23.04.2019 02:15","40932","37957"
"23.04.2019 02:15 - 23.04.2019 02:30","40869","37951"
"23.04.2019 02:30 - 23.04.2019 02:45","40906","37912"
"23.04.2019 02:45 - 23.04.2019 03:00","40965","37951"
"23.04.2019 03:00 - 23.04.2019 03:15","41090","38080"
"23.04.2019 03:15 - 23.04.2019 03:30","41233","38176"
"23.04.2019 03:30 - 23.04.2019 03:45","41366","38357"
"23.04.2019 03:45 - 23.04.2019 04:00","41488","38470"
"23.04.2019 04:00 - 23.04.2019 04:15","41854","39308"
"23.04.2019 04:15 - 23.04.2019 04:30","42278","39758"
"23.04.2019 04:30 - 23.04.2019 04:45","42800","40410"
"23.04.2019 04:45 - 23.04.2019 05:00","43411","41358"
"23.04.2019 05:00 - 23.04.2019 05:15","44602","43823"
"23.04.2019 05:15 - 23.04.2019 05:30","45375","44723"
"23.04.2019 05:30 - 23.04.2019 05:45","46556","45919"
"23.04.2019 05:45 - 23.04.2019 06:00","48025","47594"
"23.04.2019 06:00 - 23.04.2019 06:15","50526","50484"
"23.04.2019 06:15 - 23.04.2019 06:30","52287","52574"
"23.04.2019 06:30 - 23.04.2019 06:45","53538","54424"
"23.04.2019 06:45 - 23.04.2019 07:00","54954","56019"
"23.04.2019 07:00 - 23.04.2019 07:15","56343","58322"
"23.04.2019 07:15 - 23.04.2019 07:30","57480","59696"
"23.04.2019 07:30 - 23.04.2019 07:45","58389","60982"
"23.04.2019 07:45 - 23.04.2019 08:00","59478","62006"
"23.04.2019 08:00 - 23.04.2019 08:15","60318","63235"
"23.04.2019 08:15 - 23.04.2019 08:30","60764","63753"
"23.04.2019 08:30 - 23.04.2019 08:45","60805","64303"
"23.04.2019 08:45 - 23.04.2019 09:00","60913","64570"
"23.04.2019 09:00 - 23.04.2019 09:15","60800","64295"
"23.04.2019 09:15 - 23.04.2019 09:30","61473","64834"
"23.04.2019 09:30 - 23.04.2019 09:45","61826","65467"
"23.04.2019 09:45 - 23.04.2019 10:00","62134","65950"
"23.04.2019 10:00 - 23.04.2019 10:15","62199","65907"
"23.04.2019 10:15 - 23.04.2019 10:30","62538","65683"
"23.04.2019 10:30 - 23.04.2019 10:45","62718","65863"
"23.04.2019 10:45 - 23.04.2019 11:00","62900","66416"
"23.04.2019 11:00 - 23.04.2019 11:15","63342","66295"
"23.04.2019 11:15 - 23.04.2019 11:30","63845","67200"
"23.04.2019 11:30 - 23.04.2019 11:45","63943","67441"
"23.04.2019 11:45 - 23.04.2019 12:00","64264","67575"
"23.04.2019 12:00 - 23.04.2019 12:15","63560","66661"
"23.04.2019 12:15 - 23.04.2019 12:30","63773","66676"
"23.04.2019 12:30 - 23.04.2019 12:45","63442","66852"
"23.04.2019 12:45 - 23.04.2019 13:00","63490","67065"
"23.04.2019 13:00 - 23.04.2019 13:15","62969","66970"
"23.04.2019 13:15 - 23.04.2019 13:30","62996","66776"
"23.04.2019 13:30 - 23.04.2019 13:45","62561","66322"
"23.04.2019 13:45 - 23.04.2019 14:00","61782","65705"
"23.04.2019 14:00 - 23.04.2019 14:15","61473","65066"
"23.04.2019 14:15 - 23.04.2019 14:30","61070","65187"
"23.04.2019 14:30 - 23.04.2019 14:45","61075","64854"
"23.04.2019 14:45 - 23.04.2019 15:00","61537","64419"
"23.04.2019 15:00 - 23.04.2019 15:15","61534","64513"
"23.04.2019 15:15 - 23.04.2019 15:30","60486","63963"
"23.04.2019 15:30 - 23.04.2019 15:45","60215","63706"
"23.04.2019 15:45 - 23.04.2019 16:00","59776","63380"
"23.04.2019 16:00 - 23.04.2019 16:15","59729","63270"
"23.04.2019 16:15 - 23.04.2019 16:30","59858","63041"
"23.04.2019 16:30 - 23.04.2019 16:45","59660","62903"
"23.04.2019 16:45 - 23.04.2019 17:00","58546","62476"
"23.04.2019 17:00 - 23.04.2019 17:15","58549","62403"
"23.04.2019 17:15 - 23.04.2019 17:30","58577","62466"
"23.04.2019 17:30 - 23.04.2019 17:45","58817","62404"
"23.04.2019 17:45 - 23.04.2019 18:00","58628","62506"
"23.04.2019 18:00 - 23.04.2019 18:15","58499","62780"
"23.04.2019 18:15 - 23.04.2019 18:30","58826","62362"
"23.04.2019 18:30 - 23.04.2019 18:45","58614","62264"
"23.04.2019 18:45 - 23.04.2019 19:00","58656","62463"
"23.04.2019 19:00 - 23.04.2019 19:15","58621","62220"
"23.04.2019 19:15 - 23.04.2019 19:30","58208","61790"
"23.04.2019 19:30 - 23.04.2019 19:45","58052","61477"
"23.04.2019 19:45 - 23.04.2019 20:00","57857","61283"
"23.04.2019 20:00 - 23.04.2019 20:15","57609","60779"
"23.04.2019 20:15 - 23.04.2019 20:30","56949","60546"
"23.04.2019 20:30 - 23.04.2019 20:45","56960","60730"
"23.04.2019 20:45 - 23.04.2019 21:00","56691","60762"
"23.04.2019 21:00 - 23.04.2019 21:15","55960","59809"
"23.04.2019 21:15 - 23.04.2019 21:30","55537","58754"
"23.04.2019 21:30 - 23.04.2019 21:45","55704","57771"
"23.04.2019 21:45 - 23.04.2019 22:00","54143","56719"
"23.04.2019 22:00 - 23.04.2019 22:15","53502","55309"
"23.04.2019 22:15 - 23.04.2019 22:30","52392","54215"
"23.04.2019 22:30 - 23.04.2019 22:45","51402","53183"
"23.04.2019 22:45 - 23.04.2019 23:00","50393","52009"
"23.04.2019 23:00 - 23.04.2019 23:15","49167","50721"
"23.04.2019 23:15 - 23.04.2019 23:30","48195","49796"
"23.04.2019 23:30 - 23.04.2019 23:45","47378","48824"
"23.04.2019 23:45 - 24.04.2019 00:00","46570","48146"
"24.04.2019 00:00 - 24.04.2019 00:15","47251","47206"
"24.04.2019 00:15 - 24.04.2019 00:30","46752","46568"
"24.04.2019 00:30 - 24.04.2019 00:45","46304","45872"
"24.04.2019 00:45 - 24.04.2019 01:00","45804","45363"
"24.04.2019 01:00 - 24.04.2019 01:15","45100","45046"
"24.04.2019 01:15 - 24.04.2019 01:30","44711","44770"
"24.04.2019 01:30 - 24.04.2019 01:45","44535","44669"
"24.04.2019 01:45 - 24.04.2019 02:00","44207","44510"
"24.04.2019 02:00 - 24.04.2019 02:15","43766","44203"
"24.04.2019 02:15 - 24.04.2019 02:30","43639","43884"
"24.04.2019 02:30 - 24.04.2019 02:45","43525","44101"
"24.04.2019 02:45 - 24.04.2019 03:00","43670","44004"
"24.04.2019 03:00 - 24.04.2019 03:15","43822","44226"
"24.04.2019 03:15 - 24.04.2019 03:30","43941","44330"
"24.04.2019 03:30 - 24.04.2019 03:45","43910","44781"
"24.04.2019 03:45 - 24.04.2019 04:00","44069","44870"
"24.04.2019 04:00 - 24.04.2019 04:15","44522","45294"
"24.04.2019 04:15 - 24.04.2019 04:30","44810","45418"
"24.04.2019 04:30 - 24.04.2019 04:45","45118","46136"
"24.04.2019 04:45 - 24.04.2019 05:00","45690","46527"
"24.04.2019 05:00 - 24.04.2019 05:15","46816","47825"
"24.04.2019 05:15 - 24.04.2019 05:30","47429","48925"
"24.04.2019 05:30 - 24.04.2019 05:45","48388","49816"
"24.04.2019 05:45 - 24.04.2019 06:00","49885","51132"
"24.04.2019 06:00 - 24.04.2019 06:15","52411","53946"
"24.04.2019 06:15 - 24.04.2019 06:30","54053","55530"
"24.04.2019 06:30 - 24.04.2019 06:45","55644","57024"
"24.04.2019 06:45 - 24.04.2019 07:00","56620","58333"
"24.04.2019 07:00 - 24.04.2019 07:15","57951","60092"
"24.04.2019 07:15 - 24.04.2019 07:30","59246","61400"
"24.04.2019 07:30 - 24.04.2019 07:45","60173","62443"
"24.04.2019 07:45 - 24.04.2019 08:00","61277","63222"
"24.04.2019 08:00 - 24.04.2019 08:15","61635","64334"
"24.04.2019 08:15 - 24.04.2019 08:30","61933","64776"
"24.04.2019 08:30 - 24.04.2019 08:45","62327","65242"
"24.04.2019 08:45 - 24.04.2019 09:00","62460","65281"
"24.04.2019 09:00 - 24.04.2019 09:15","62081","65070"
"24.04.2019 09:15 - 24.04.2019 09:30","62650","65786"
"24.04.2019 09:30 - 24.04.2019 09:45","62804","66269"
"24.04.2019 09:45 - 24.04.2019 10:00","63036","66551"
"24.04.2019 10:00 - 24.04.2019 10:15","63056","66918"
"24.04.2019 10:15 - 24.04.2019 10:30","63493","67231"
"24.04.2019 10:30 - 24.04.2019 10:45","63651","67757"
"24.04.2019 10:45 - 24.04.2019 11:00","63820","67968"
"24.04.2019 11:00 - 24.04.2019 11:15","64244","67791"
"24.04.2019 11:15 - 24.04.2019 11:30","64595","67960"
"24.04.2019 11:30 - 24.04.2019 11:45","64847","68237"
"24.04.2019 11:45 - 24.04.2019 12:00","64930","68079"
"24.04.2019 12:00 - 24.04.2019 12:15","64360","67563"
"24.04.2019 12:15 - 24.04.2019 12:30","64128","67376"
"24.04.2019 12:30 - 24.04.2019 12:45","63751","67155"
"24.04.2019 12:45 - 24.04.2019 13:00","63824","66707"
"24.04.2019 13:00 - 24.04.2019 13:15","63433","67347"
"24.04.2019 13:15 - 24.04.2019 13:30","63449","66881"
"24.04.2019 13:30 - 24.04.2019 13:45","62781","66590"
"24.04.2019 13:45 - 24.04.2019 14:00","62282","65815"
"24.04.2019 14:00 - 24.04.2019 14:15","62005","65688"
"24.04.2019 14:15 - 24.04.2019 14:30","61570","65762"
"24.04.2019 14:30 - 24.04.2019 14:45","61573","65601"
"24.04.2019 14:45 - 24.04.2019 15:00","61979","65273"
"24.04.2019 15:00 - 24.04.2019 15:15","62140","64925"
"24.04.2019 15:15 - 24.04.2019 15:30","61014","64529"
"24.04.2019 15:30 - 24.04.2019 15:45","60716","64039"
"24.04.2019 15:45 - 24.04.2019 16:00","60330","63463"
"24.04.2019 16:00 - 24.04.2019 16:15","60263","63366"
"24.04.2019 16:15 - 24.04.2019 16:30","60355","62947"
"24.04.2019 16:30 - 24.04.2019 16:45","60700","62398"
"24.04.2019 16:45 - 24.04.2019 17:00","59493","62104"
"24.04.2019 17:00 - 24.04.2019 17:15","59611","62056"
"24.04.2019 17:15 - 24.04.2019 17:30","59596","62098"
"24.04.2019 17:30 - 24.04.2019 17:45","59705","62343"
"24.04.2019 17:45 - 24.04.2019 18:00","59608","62143"
"24.04.2019 18:00 - 24.04.2019 18:15","59535","62095"
"24.04.2019 18:15 - 24.04.2019 18:30","60077","62659"
"24.04.2019 18:30 - 24.04.2019 18:45","59773","62138"
"24.04.2019 18:45 - 24.04.2019 19:00","59531","62151"
"24.04.2019 19:00 - 24.04.2019 19:15","59559","62749"
"24.04.2019 19:15 - 24.04.2019 19:30","59077","62412"
"24.04.2019 19:30 - 24.04.2019 19:45","58926","62185"
"24.04.2019 19:45 - 24.04.2019 20:00","58927","62038"
"24.04.2019 20:00 - 24.04.2019 20:15","58352","61705"
"24.04.2019 20:15 - 24.04.2019 20:30","57576","61301"
"24.04.2019 20:30 - 24.04.2019 20:45","57654","61261"
"24.04.2019 20:45 - 24.04.2019 21:00","57438","61145"
"24.04.2019 21:00 - 24.04.2019 21:15","56816","60983"
"24.04.2019 21:15 - 24.04.2019 21:30","56461","60351"
"24.04.2019 21:30 - 24.04.2019 21:45","56230","59477"
"24.04.2019 21:45 - 24.04.2019 22:00","55165","58436"
"24.04.2019 22:00 - 24.04.2019 22:15","54723","57540"
"24.04.2019 22:15 - 24.04.2019 22:30","53875","56054"
"24.04.2019 22:30 - 24.04.2019 22:45","52799","55198"
"24.04.2019 22:45 - 24.04.2019 23:00","51806","54291"
"24.04.2019 23:00 - 24.04.2019 23:15","50536","52629"
"24.04.2019 23:15 - 24.04.2019 23:30","49652","51334"
"24.04.2019 23:30 - 24.04.2019 23:45","48890","50702"
"24.04.2019 23:45 - 25.04.2019 00:00","48037","49859"
"25.04.2019 00:00 - 25.04.2019 00:15","47112","48453"
"25.04.2019 00:15 - 25.04.2019 00:30","46323","47588"
"25.04.2019 00:30 - 25.04.2019 00:45","45827","47143"
"25.04.2019 00:45 - 25.04.2019 01:00","45422","47004"
"25.04.2019 01:00 - 25.04.2019 01:15","44738","45961"
"25.04.2019 01:15 - 25.04.2019 01:30","44490","45298"
"25.04.2019 01:30 - 25.04.2019 01:45","44101","45046"
"25.04.2019 01:45 - 25.04.2019 02:00","43827","44605"
"25.04.2019 02:00 - 25.04.2019 02:15","43442","43881"
"25.04.2019 02:15 - 25.04.2019 02:30","43356","43711"
"25.04.2019 02:30 - 25.04.2019 02:45","43356","43715"
"25.04.2019 02:45 - 25.04.2019 03:00","43286","43836"
"25.04.2019 03:00 - 25.04.2019 03:15","43510","44050"
"25.04.2019 03:15 - 25.04.2019 03:30","43487","44142"
"25.04.2019 03:30 - 25.04.2019 03:45","43487","44368"
"25.04.2019 03:45 - 25.04.2019 04:00","43554","44346"
"25.04.2019 04:00 - 25.04.2019 04:15","44162","45120"
"25.04.2019 04:15 - 25.04.2019 04:30","44410","45931"
"25.04.2019 04:30 - 25.04.2019 04:45","44661","46304"
"25.04.2019 04:45 - 25.04.2019 05:00","45089","47033"
"25.04.2019 05:00 - 25.04.2019 05:15","46252","48419"
"25.04.2019 05:15 - 25.04.2019 05:30","46862","49339"
"25.04.2019 05:30 - 25.04.2019 05:45","47890","50246"
"25.04.2019 05:45 - 25.04.2019 06:00","49077","51676"
"25.04.2019 06:00 - 25.04.2019 06:15","51456","54271"
"25.04.2019 06:15 - 25.04.2019 06:30","52935","56028"
"25.04.2019 06:30 - 25.04.2019 06:45","54442","57175"
"25.04.2019 06:45 - 25.04.2019 07:00","55508","58564"
"25.04.2019 07:00 - 25.04.2019 07:15","56778","60288"
"25.04.2019 07:15 - 25.04.2019 07:30","57639","61403"
"25.04.2019 07:30 - 25.04.2019 07:45","60320","62197"
"25.04.2019 07:45 - 25.04.2019 08:00","61407","63111"
"25.04.2019 08:00 - 25.04.2019 08:15","61566","63998"
"25.04.2019 08:15 - 25.04.2019 08:30","62079","64664"
"25.04.2019 08:30 - 25.04.2019 08:45","62527","65168"
"25.04.2019 08:45 - 25.04.2019 09:00","62624","65553"
"25.04.2019 09:00 - 25.04.2019 09:15","62653","65608"
"25.04.2019 09:15 - 25.04.2019 09:30","63183","65769"
"25.04.2019 09:30 - 25.04.2019 09:45","63541","66568"
"25.04.2019 09:45 - 25.04.2019 10:00","63757","66850"
"25.04.2019 10:00 - 25.04.2019 10:15","63792","67262"
"25.04.2019 10:15 - 25.04.2019 10:30","64067","67288"
"25.04.2019 10:30 - 25.04.2019 10:45","64486","67330"
"25.04.2019 10:45 - 25.04.2019 11:00","64554","67443"
"25.04.2019 11:00 - 25.04.2019 11:15","65078","67754"
"25.04.2019 11:15 - 25.04.2019 11:30","65642","68040"
"25.04.2019 11:30 - 25.04.2019 11:45","65546","68612"
"25.04.2019 11:45 - 25.04.2019 12:00","65400","68754"
"25.04.2019 12:00 - 25.04.2019 12:15","65090","68248"
"25.04.2019 12:15 - 25.04.2019 12:30","64891","68031"
"25.04.2019 12:30 - 25.04.2019 12:45","64859","68099"
"25.04.2019 12:45 - 25.04.2019 13:00","64886","68195"
"25.04.2019 13:00 - 25.04.2019 13:15","64500","66960"
"25.04.2019 13:15 - 25.04.2019 13:30","64669","66749"
"25.04.2019 13:30 - 25.04.2019 13:45","63845","66208"
"25.04.2019 13:45 - 25.04.2019 14:00","63416","65727"
"25.04.2019 14:00 - 25.04.2019 14:15","63118","65379"
"25.04.2019 14:15 - 25.04.2019 14:30","62756","65537"
"25.04.2019 14:30 - 25.04.2019 14:45","62598","65085"
"25.04.2019 14:45 - 25.04.2019 15:00","62671","65053"
"25.04.2019 15:00 - 25.04.2019 15:15","62893","65043"
"25.04.2019 15:15 - 25.04.2019 15:30","61780","64691"
"25.04.2019 15:30 - 25.04.2019 15:45","61608","64369"
"25.04.2019 15:45 - 25.04.2019 16:00","61265","64036"
"25.04.2019 16:00 - 25.04.2019 16:15","60979","64076"
"25.04.2019 16:15 - 25.04.2019 16:30","60656","63139"
"25.04.2019 16:30 - 25.04.2019 16:45","61386","62686"
"25.04.2019 16:45 - 25.04.2019 17:00","60224","62621"
"25.04.2019 17:00 - 25.04.2019 17:15","60413","62749"
"25.04.2019 17:15 - 25.04.2019 17:30","60181","62603"
"25.04.2019 17:30 - 25.04.2019 17:45","60209","62865"
"25.04.2019 17:45 - 25.04.2019 18:00","60015","62830"
"25.04.2019 18:00 - 25.04.2019 18:15","59988","62541"
"25.04.2019 18:15 - 25.04.2019 18:30","60410","62131"
"25.04.2019 18:30 - 25.04.2019 18:45","60213","61793"
"25.04.2019 18:45 - 25.04.2019 19:00","59861","61918"
"25.04.2019 19:00 - 25.04.2019 19:15","59916","61695"
"25.04.2019 19:15 - 25.04.2019 19:30","59645","61590"
"25.04.2019 19:30 - 25.04.2019 19:45","59269","61309"
"25.04.2019 19:45 - 25.04.2019 20:00","59281","61107"
"25.04.2019 20:00 - 25.04.2019 20:15","58627","60357"
"25.04.2019 20:15 - 25.04.2019 20:30","58273","59800"
"25.04.2019 20:30 - 25.04.2019 20:45","57870","60150"
"25.04.2019 20:45 - 25.04.2019 21:00","57442","60414"
"25.04.2019 21:00 - 25.04.2019 21:15","56893","60100"
"25.04.2019 21:15 - 25.04.2019 21:30","56348","59729"
"25.04.2019 21:30 - 25.04.2019 21:45","55725","58732"
"25.04.2019 21:45 - 25.04.2019 22:00","55061","57578"
"25.04.2019 22:00 - 25.04.2019 22:15","54699","56657"
"25.04.2019 22:15 - 25.04.2019 22:30","53834","55805"
"25.04.2019 22:30 - 25.04.2019 22:45","52823","54681"
"25.04.2019 22:45 - 25.04.2019 23:00","51756","53568"
"25.04.2019 23:00 - 25.04.2019 23:15","50302","52228"
"25.04.2019 23:15 - 25.04.2019 23:30","49530","51461"
"25.04.2019 23:30 - 25.04.2019 23:45","48917","50669"
"25.04.2019 23:45 - 26.04.2019 00:00","48080","49776"
"26.04.2019 00:00 - 26.04.2019 00:15","47671","49007"
"26.04.2019 00:15 - 26.04.2019 00:30","47100","48629"
"26.04.2019 00:30 - 26.04.2019 00:45","46622","47858"
"26.04.2019 00:45 - 26.04.2019 01:00","46237","47207"
"26.04.2019 01:00 - 26.04.2019 01:15","45486","46069"
"26.04.2019 01:15 - 26.04.2019 01:30","45261","45685"
"26.04.2019 01:30 - 26.04.2019 01:45","45020","45158"
"26.04.2019 01:45 - 26.04.2019 02:00","44741","44547"
"26.04.2019 02:00 - 26.04.2019 02:15","44299","43959"
"26.04.2019 02:15 - 26.04.2019 02:30","44079","43729"
"26.04.2019 02:30 - 26.04.2019 02:45","44064","43856"
"26.04.2019 02:45 - 26.04.2019 03:00","44145","43871"
"26.04.2019 03:00 - 26.04.2019 03:15","44342","43988"
"26.04.2019 03:15 - 26.04.2019 03:30","44312","43822"
"26.04.2019 03:30 - 26.04.2019 03:45","44381","44005"
"26.04.2019 03:45 - 26.04.2019 04:00","44518","44215"
"26.04.2019 04:00 - 26.04.2019 04:15","45015","44940"
"26.04.2019 04:15 - 26.04.2019 04:30","45293","45631"
"26.04.2019 04:30 - 26.04.2019 04:45","45623","46201"
"26.04.2019 04:45 - 26.04.2019 05:00","45996","46507"
"26.04.2019 05:00 - 26.04.2019 05:15","47120","47860"
"26.04.2019 05:15 - 26.04.2019 05:30","47555","48766"
"26.04.2019 05:30 - 26.04.2019 05:45","48545","49697"
"26.04.2019 05:45 - 26.04.2019 06:00","49597","51259"
"26.04.2019 06:00 - 26.04.2019 06:15","51918","54094"
"26.04.2019 06:15 - 26.04.2019 06:30","53689","55723"
"26.04.2019 06:30 - 26.04.2019 06:45","54966","57004"
"26.04.2019 06:45 - 26.04.2019 07:00","56003","58275"
"26.04.2019 07:00 - 26.04.2019 07:15","57490","60149"
"26.04.2019 07:15 - 26.04.2019 07:30","58445","61542"
"26.04.2019 07:30 - 26.04.2019 07:45","60235","62727"
"26.04.2019 07:45 - 26.04.2019 08:00","61126","63577"
"26.04.2019 08:00 - 26.04.2019 08:15","61786","64503"
"26.04.2019 08:15 - 26.04.2019 08:30","62372","65428"
"26.04.2019 08:30 - 26.04.2019 08:45","62703","65855"
"26.04.2019 08:45 - 26.04.2019 09:00","62890","66267"
"26.04.2019 09:00 - 26.04.2019 09:15","63051","65974"
"26.04.2019 09:15 - 26.04.2019 09:30","63554","66470"
"26.04.2019 09:30 - 26.04.2019 09:45","63768","67364"
"26.04.2019 09:45 - 26.04.2019 10:00","64070","67825"
"26.04.2019 10:00 - 26.04.2019 10:15","64239","67876"
"26.04.2019 10:15 - 26.04.2019 10:30","64433","68187"
"26.04.2019 10:30 - 26.04.2019 10:45","64714","68443"
"26.04.2019 10:45 - 26.04.2019 11:00","64681","68502"
"26.04.2019 11:00 - 26.04.2019 11:15","64794","68829"
"26.04.2019 11:15 - 26.04.2019 11:30","65416","68845"
"26.04.2019 11:30 - 26.04.2019 11:45","65457","69321"
"26.04.2019 11:45 - 26.04.2019 12:00","65169","69442"
"26.04.2019 12:00 - 26.04.2019 12:15","64893","68704"
"26.04.2019 12:15 - 26.04.2019 12:30","64464","68137"
"26.04.2019 12:30 - 26.04.2019 12:45","64518","68159"
"26.04.2019 12:45 - 26.04.2019 13:00","64242","67665"
"26.04.2019 13:00 - 26.04.2019 13:15","63696","67105"
"26.04.2019 13:15 - 26.04.2019 13:30","63613","66684"
"26.04.2019 13:30 - 26.04.2019 13:45","62932","66214"
"26.04.2019 13:45 - 26.04.2019 14:00","62364","65562"
"26.04.2019 14:00 - 26.04.2019 14:15","62204","65159"
"26.04.2019 14:15 - 26.04.2019 14:30","61745","65104"
"26.04.2019 14:30 - 26.04.2019 14:45","61636","64433"
"26.04.2019 14:45 - 26.04.2019 15:00","61966","63783"
"26.04.2019 15:00 - 26.04.2019 15:15","62152","63354"
"26.04.2019 15:15 - 26.04.2019 15:30","61167","62756"
"26.04.2019 15:30 - 26.04.2019 15:45","60452","62485"
"26.04.2019 15:45 - 26.04.2019 16:00","60223","61997"
